,date,location,position,rating,employee_type,title,pros,cons,recommander,approbation du pdg,perspective commerciale,employment_duration,group,grade,grade_hierarchical,sous_theme_pro: Autonomie et liberté d’action / confiance,sous_theme_con: Autonomie et liberté d’action / confiance,sous_theme_pro: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_con: Travail stimulant/ satisfaction dans le travail/ sens du travail / motivation,sous_theme_pro: Opportunité de développement professionnel,sous_theme_con: Opportunité de développement professionnel,sous_theme_pro: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_con: Ambiance et collaboration en équipe / appartenance à l’entreprise,sous_theme_pro: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_con: Bienveillance managériale et reconnaissance / qualité de l’encadrement,sous_theme_pro: Outils et infrastructures,sous_theme_con: Outils et infrastructures,sous_theme_pro: Flexibilité,sous_theme_con: Flexibilité,sous_theme_pro: Equilibre vie privée - vie professionnelle,sous_theme_con: Equilibre vie privée - vie professionnelle,sous_theme_pro: Charge de travail / travail stressant,sous_theme_con: Charge de travail / travail stressant,sous_theme_pro: Aspect financier,sous_theme_con: Aspect financier,theme_pro: Contenu et exécution du travail,theme_con: Contenu et exécution du travail,theme_pro: Environnement de travail,theme_con: Environnement de travail,theme_pro: Aménagement du travail,theme_con: Aménagement du travail,theme_pro: Aspect financier,theme_con: Aspect financier,source
1173,2018-05-28 00:00:00,Paris,Auditeur Financier - Junior,5,"Ancien employé, moins d'un an",Très bonne expérience que je recommande.,"Travaux en équipes, expertises des professionnels, rigueur et précision.","Taches redondantes, missions ayant tendance à être trop peu diversifiées",1,0,1,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,kpmg
1174,2018-05-23 00:00:00,Paris,Employé anonyme,2,"Ancien employé, plus d'un an",Correct,La formation et les missions,La rémunération et la hiérarchie,-1,0,0,2,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,kpmg
1175,2018-05-21 00:00:00,Courbevoie,Senior Consultant,3,"Employé actuel, plus de 3&nbsp;ans",Bonne première expérience,"Flexibilité, apprentissage, ambiance, réseau, opportunité de carrière","Niveau du management hétérogène, intérêt/valeur ajoutée des missions, mentalité, gestion des talents",0,0,1,4,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,kpmg
1176,2018-05-18 00:00:00,Paris,Manager,3,"Employé actuel, plus de 8&nbsp;ans",Pas mal,Evolution  rapide; Environnement international ; Personnel motivé,balance vie privée  vie pro dure à gérer; trop de dependence du Partner,1,0,0,9,,Manager,Senior,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
1177,2018-04-22 00:00:00,Lyon,Employé anonyme,5,"Ancien employé, moins d'un an",Formateur,Environnement avec des professionnels dynamiques et compétents,Transversalité des informations entre unités d'affaires,1,1,1,0.5,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
1178,2018-04-18 00:00:00,Paris,Auditeur Financier,5,"Employé actuel, plus d'un an",La bonne école,- Développement personnel; - Acquisition de compétence; - Evolution rapide,- Salaire faible; - Peu de temps pour la vie personnelle; - Stress,1,0,0,2,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,2,0,1,kpmg
1179,2018-04-18 00:00:00,Paris,Employé anonyme,5,Employé actuel,"Riche, dynamique, innovant et challengeant",C'est un cabinet en pleine évolution et transformation mais qui a su garder et faire vivre ses valeurs et une ambiance de travail humaine.  En bref le travail est  intense mais passionnant et les collaborateurs manageurs sont disponibles et humains !,grande structure donc bp de process,1,0,1,,,Unknown,Unknown,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,kpmg
1180,2018-04-17 00:00:00,Courbevoie,Alternant,4,"Intérimaire actuel, moins d'un an",Alternant Consolideur,"Organisations, événements, Outils spécifiques, cafétéria","Charge de travail, horaires,  formation",1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,kpmg
1181,2018-04-05 00:00:00,Paris,Auditeur Junior,4,"Employé actuel, moins d'un an",Enrichissant et intense,"Bon salaire débutant avec fortes augmentations (très compétitif sur le marché), formation de qualité (un peu à la prépa pour les futurs emplois)",Parfois très répétitif. Peut-être stressant dans les périodes janvier - mars. Les salariés s’usent rapidement d’où un turn over important,1,0,0,0.5,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,kpmg
1182,2018-03-17 00:00:00,Paris,Actuaire Junior,4,"Employé actuel, plus d'un an",Consultant junior,Equipe sympa et ambiance studieuse,Rythme de travail un peu difficile parfois,1,0,1,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,kpmg
1183,2018-03-10 00:00:00,Paris,Auditeur Financier Stagiaire,4,"Ancien stagiaire, moins d'un an",Stagiaire audit financier,Des collaborateurs qui vous accompagnent tout au long de votre stage. Super ambiance de travail ! Une expérience dont vous sortez forcément gagnant.,Les semaines ou l'on  a pas de mission peuvent être longues avec du travail tres ennuyants à réaliser.,1,0,0,0.5,,Unknown,Unknown,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,kpmg
1184,2018-03-06 00:00:00,Paris,Junior Consultant,4,"Employé actuel, moins d'un an",OK,Très bonne ambiance école de commerce,Cabinet très hiérarchique mais intéressant,-1,0,0,0.5,,Unknown,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,kpmg
1185,2018-02-23 00:00:00,Paris,Consultante,3,"Employé actuel, plus de 3&nbsp;ans",Expérience globalement bonne,"Mention CV - Niveau ambiance ""humaine"" et plutôt bonne pour un Big 4 - Flexibilité de travail relative selon les Business Units",Comité d'entreprise - intéressement et participation - mutuelle moyenne - Obligation quasi-systématique de poser les congés en mois d'août due à la nature de travail cyclique d'un cabinet,1,0,1,4,,Unknown,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,kpmg
1186,2018-02-22 00:00:00,Paris,Stage Consultant Junior,5,"Ancien stagiaire, moins d'un an","Excellent retour, entreprise épanouissante et école du travail","Montée en compétence, intégration dans les projets, flexibilité dans les horaires, formations enrichissantes, séminaires, excellence des différentes collaborateurs, importance des projets, salaire compétitif",Lourde charge de travail et horaires importants mais l'environnement enrichissant permet de ne pas considérer cela comme de réels inconvénients,1,1,1,0.5,,Unknown,Unknown,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,2,1,1,0,kpmg
1187,2018-02-22 00:00:00,Lyon,Senior 3 Audit,4,"Ancien employé, plus de 3&nbsp;ans",Une  expérience enrichissante,"- Des équipes jeunes et dynamiques; - Un apprentissage continue de la comptabilité (internationale, US, PCG...)",- Pas le meilleur équilibre vie pro vie perso,1,0,0,4,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
1188,2018-02-21 00:00:00,Paris,Senior Consultant,3,"Employé actuel, plus d'un an",Un cabinet parmi les big,"Bonne ambiance, possibilité de changer de service et de demander à travailler sur des missions variées (dans la même BU ou dans d'autres).",Bienveillance et travail sur mesure pour le client sont un peu trop sur-vendu par rapport à la réalité des missions et du quotidien.,0,0,1,2,,Unknown,Unknown,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,kpmg
1189,2018-02-14 00:00:00,Paris,Auditeur Financier - Junior,4,"Ancien employé, plus d'un an",Bonne expérience,Permet d'apprendre une méthode de travail et d'assumer de fortes responsabilités,Nombreux déplacements; Forte pression; Inégalité de la qualité des managers,1,0,0,2,,Unknown,Unknown,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,kpmg
1190,2018-02-08 00:00:00,Paris,Auditeur Financier Stagiaire,5,"Employé actuel, plus d'un an","Très bon, enrichissant et stimulant",Bonne émulation intellectuelle; Excellente ambiance au sein des équipes; Très bon accompagnement par les membres de la hiérarchie,"Rémunération à l'entrée, mais cela se corrige à 2ans d'expérience",1,0,0,2,,Unknown,Unknown,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,kpmg
1191,2018-01-31 00:00:00,Paris,Supervisor,4,"Ancien employé, plus d'un an",Formateur,Rémunération intéressante et intérêt des missions,Rythme soutenu et parfois pas le choix des missions,0,0,0,2,,Supervisor,Intermédiaire,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,kpmg
1192,2018-01-29 00:00:00,Paris,Audit Supervisor,4,"Employé actuel, plus de 3&nbsp;ans",Avis,"Bon climat social , bonne valorisation du travail ,possibilité de mobilités géographiques ou internes ,; Bonne synergie entre les différentes activités du cabinet . Portefeuille client diversifiés","Comme dans tous les cabinets d'audit, les horaires sont importants en saison ( janvier-avril), les plannings sont un peu serrés sur les juniors après la saison ce qui fait souvent remonter la charge de travail sur les plus expérimentés",1,1,1,4,,Supervisor,Intermédiaire,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,1,2,0,0,kpmg
1193,2018-01-17 00:00:00,Paris,Marketing,5,Ancien employé,Excellente entreprise pour stage fin d'études,bonne rémunération de stage; bonne intégration; missions évolutives,charge de travail importante selon la période,1,0,1,,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,kpmg
1194,2018-01-17 00:00:00,Paris,Auditeur,2,"Ancien employé, plus d'un an",Poste Auditeur,Bon ambiance au niveau du staffing,Aucune reconnaissance managerial.; Absence d'information/d'aide dans la prise de poste.,1,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,kpmg
1195,2018-01-15 00:00:00,Paris,Stagiaire anonyme,3,Ancien stagiaire,KPMG en Stage,- Rémunération; - Les feedbacks réguliers ; - Équipes performantes,"- 1 longue mission, très peu de visibilité des diverses missions",0,0,0,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,kpmg
1196,2018-01-10 00:00:00,Paris,sénior manager,1,"Ancien employé, plus de 10&nbsp;ans",Sénior Manager,salaire et encore  vu le nombre d'heures,Faible intérêt du métier du fait d'une trop grande spécialisation; Faible déontologie face à l'argent ; Trop politique.  individualisme forcené: salariés pressés comme un citron et jetés comme un kleenex,-1,-1,-1,12,,Manager,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,1,1,1,kpmg
1197,2017-12-06 00:00:00,Paris,Junior Consultant,4,"Employé actuel, plus d'un an",Bonne école,"En premier emploi, cette entreprise donne toutes les bonnes pratique pour le reste d'un carrière",C'est un peu la loterie pour les missions proposées,1,1,1,2,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,kpmg
1198,2017-12-05 00:00:00,Lyon,Stagiaire analyste,5,"Ancien stagiaire, moins d'un an",Bonne entreprise pour débuter,Missions variées dans des secteurs très divers.,"Longues heures de travail, même le vendredi soir.",1,0,0,0.5,,Analyst,Junior,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,kpmg
1199,2017-11-23 00:00:00,Paris,Auditeur Financier Senior,4,"Ancien employé, plus de 3&nbsp;ans",Review,"Très formateur, opportunités au seins des différents services, mise à disposition de ressources.",Charge de travail parfois très importante.,1,0,1,4,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,0,0,kpmg
1200,2017-11-22 00:00:00,Paris,Chargé De Projets,5,"Ancien employé, plus de 5&nbsp;ans",Parfait,Émulation formation collègues partners coach,Aucun vraiment je n en vous pas,1,0,0,6.5,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,kpmg
1201,2017-11-11 00:00:00,Paris,Auditeur Financier Stagiaire,5,"Ancien stagiaire, moins d'un an",Stage Audit de fonds d'investissements,"Excellente ambiance d'équipe (after works, foots) avec des gens sympathiques à côtoyer","Missions répétitives, faible exposition client (en tant que stagiaire)",1,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
1202,2017-11-09 00:00:00,Paris,Employé anonyme,4,"Ancien employé, plus de 3&nbsp;ans",Belle expérience,"Apprentissage des métiers de l'audit, de l'expertise comptable et du conseil",Gestion de l'humain et horaires de travail,1,0,0,4,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
1203,2017-11-09 00:00:00,Paris,Auditeur Financier Senior,3,"Employé actuel, plus de 3&nbsp;ans",Bonne formation mais avec les défauts d'un cabinet,Très bon 3ème cycle : apprentissage rapide et technique; Ambiance jeune et dynamique; Variété des missions; Travail en équipe,Charge de travail; Considération du salarié : ressource que l'on utilise jusqu'à épuisement; Reconnaissance par la direction,1,0,0,4,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,kpmg
1204,2017-11-09 00:00:00,Paris,Manager,5,"Employé actuel, plus de 5&nbsp;ans",Un BIG humain qui boost les carrières,Bonne relation entre les consultants de tous grades; Salaire compétitif lorsque l'on devient expérimenté (4 ans et +); On voit du pays à la fois en terme de variété de mission et de possibilité de déplacement,"Les périodes de congés sont implicitement données coté Audit (Août, Juin, décembre)",1,0,1,6.5,,Manager,Senior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,kpmg
1205,2017-09-27 00:00:00,Paris,Stagiaire anonyme,5,Ancien stagiaire,Stage très formateur,- Bonne ambiance dans les équipes - entraide entre les différentes personnes travaillant sur les mêmes types de missions; - Formateur ; - Bon équilibre de travail vie privée/vie pro,- travail parfois un peu répétitif,1,0,0,,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,kpmg
1206,2017-09-18 00:00:00,Paris,TAS,4,"Ancien stagiaire, moins d'un an",Bonne experience,les missions sont variées ainsi que les secteurs.,les missions sont trop courtes et ne permettent pas de bien comprendre les pbtiques liées au differents secteur,0,0,0,0.5,,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,kpmg
1207,2017-09-10 00:00:00,Paris,responsable de projets,4,"Employé actuel, moins d'un an",bonne ambiance et reconnaissance des managers directs (moins de la direction),"bonne ambiance chez le personnel supports, possibilité de proposer des projets et d’être entendu, flexibilité du temps de travail, projets interessants",lourdeur de la hiérarchie qui complique les process et rallonge les délais; faible reconnaissance (professionnelle et salariale) du personnel support,1,0,1,0.5,,Manager,Senior,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,1,0,2,1,0,1,kpmg
1208,2017-08-21 00:00:00,Paris,Auditeur Financier Senior,3,"Employé actuel, plus de 3&nbsp;ans",Bonne expérience,Métier qui ouvre pas mal de portes,"Beaucoup d'horaires, pression managériale, manque de reconnaissance",1,0,-1,4,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,kpmg
1209,2017-08-17 00:00:00,Paris,CDI Audit,4,"Employé actuel, moins d'un an",Recrutement CDI audit,"Volonté d'accélérer le processus, rapidité et réactivité",Site de KPMG pour remplir les données pas évident sur tous les supports,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,kpmg
1210,2017-06-28 00:00:00,Paris,Stagiaire,4,Employé actuel,Bon,Challengeant et formateur pour les ingénieurs:; Bien rémunéré ; Environnement sérieux et coéquipiers très sympatiques; Evolution rapide,Séparation audit/conseil et surtout grandes différences de compétences entre auditeurs surtout,1,1,1,,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,kpmg
1211,2017-06-13 00:00:00,Paris,Transaction Services Analyst,4,"Employé actuel, plus d'un an",Bonne formation et bon tremplin,"Equipes jeunes et dynamiques, bonne ambiance","Horaires difficiles, paye non proportionnelle au nombre d'heures travaillées",0,0,-1,2,,Analyst,Junior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,kpmg
1212,2017-06-08 00:00:00,Paris,Consultant,2,"Ancien employé, plus d'un an",Travail répétitif - l'usine en bureau,"Cadre de travail agréable, équipement (PC, téléphone) performant.",Travail répétitif et un salaire faible lorsqu'on le rapporte au volume horaire.; Les heures supplémentaires ne sont pas payées.,-1,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,kpmg
1213,2017-06-05 00:00:00,Paris,Manager,1,Ancien employé,Société en perte de vitesse,Diversité des sujets traités. Bonne entente en interne.,Se repose sur ses acquis et sa notoriété passée. Manque de flexibilité. Importance des horaires de travail.,0,0,0,,,Manager,Senior,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,kpmg
1214,2017-05-16 00:00:00,Paris,Employé anonyme,2,"Employé actuel, plus d'un an",ok pour un début de carrière ou si on a pas d'autres choix,Salle de sport et beaucoup d'employés donc possibilités de rencontres pro plus importantes,"Il y en a beaucoup: pression, ambiance parfois difficile, reconnaissance non existante, salaires médiocre",-1,0,0,2,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,kpmg
1215,2017-04-30 00:00:00,Lyon,Auditeur stagiaire,5,Employé actuel,Très bien,Pas plus formateur comme stage...,"Rythme intensif, horaires décalées, travail le week-end.",1,1,1,,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,kpmg
1216,2017-04-18 00:00:00,Lyon,Auditeur Financier Stagiaire,4,Ancien employé,Cabinet humain (Lyon),L'apprentissage du métier d'auditeur se fait très rapidement au contact des collaborateurs. Semaine de formation. Ambiance agréable. Tremplin professionnel.,Le suivi des missions n'est pas souvent réalisé par les seniors par manque de temps,0,0,0,,,Unknown,Unknown,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,kpmg
1217,2017-04-06 00:00:00,Paris,Auditeur Financier - Junior,1,"Ancien employé, moins d'un an",Jeu de chance dans cette entreprise,- diversité des missions; - apprentissage de la comptabilité ; - personnes jeunes et souvent bonnes techniquement; - beau budget accordé aux frais de mission; - belles entreprise clientes,"- votre réussite dépend de votre chance. si vous tombez sur un N+1 qui ne vous encadre pas pour votre personnalité, vous pouvez être mis dehors.; - recrute plus que necessaire et ne valide pas de nombreuses périodes d essai.; - direction et managers très hypocrites; - manques de communication. opacité des informations et beaucoup d échanges en off; - pas de formation, on apprend sur le tas, tanpis pour vous si vous tombez sur une mission compliquée; - les employés ont peur de leur hiérarchie et n osent pas se prononcer; - les évaluations se contredisent souvent et sont parfois mensongères ; - votre N+1 qui est rentré 6mois avant vous peut vous noter; - aucune considération des personnes de moins de 2 ans d ancienneté ; - très mauvais rapport salaire/productivité; - pas de prime les 2 premières années ; - beaucoup de présenteisme; - personnes parfois BCBG et déconnectées du monde; - beaucoup de stress; - cabinet le moins prestigieux des big 4; - certains managers sont des requins et ne sont pas éthiques; - ambiance malsaine sur certaines missions",-1,-1,0,0.5,,Unknown,Unknown,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,1,1,kpmg
1218,2017-03-27 00:00:00,Paris,Financial Auditor,5,"Ancien stagiaire, moins d'un an",Très bonne expérience,"Travail en équipe, avantages au niveau des frais/remboursements et des repas",Il n'y a pas d'inconvénients retenu,1,1,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,kpmg
1219,2017-03-21 00:00:00,Paris,stagiaire audit,4,"Ancien stagiaire, moins d'un an",Formateur mais pas très épanouissant,"Diversité des missions, responsabilisation rapide, autonomie, rigueur; On peut bouger beaucoup si on le souhaite. Attentif aux désirs et aux choix des auditeurs même en stage","Classiques inconvénients liés à l'audit. Très rigide, pénible, assez répétitif. Stagiaire parfait obligé d'avancer de grosses sommes d'argent (liées à la location de voiture par ex) = inadmissible",0,0,0,0.5,,Unknown,Unknown,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,3,0,1,0,1,1,0,1,kpmg
1220,2017-02-23 00:00:00,Paris,Audit,5,"Employé actuel, plus de 3&nbsp;ans",Auditeur Financier,"C'est un métier qui bouge beaucoup, assez exigeant, mais intéressant et où l'on apprend énormément - process, audit des comptes, variété des business models des entreprises auditées.","Beaucoup de déplacements et des horaires parfois contraignants, ce qui engendre un turnover important dans les équipes. Il faut être prêt à faire des concessions pendant deux à trois ans, mais le jeu en vaut la chandelle.",0,0,0,4,,Unknown,Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,2,0,0,kpmg
1221,2017-02-21 00:00:00,Paris,Audit,4,Ancien employé,AUDIT - Bonne école,-Possibilités de progression au sein de la structure dans différents métiers; -Très bien vu par les recruteurs; -Equipes sympathiques,-Taches juniors avec peu de valeur ajoutées; -Opportunités externe variable selon la practive; -Salaires,0,0,0,,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,kpmg
1222,2017-02-17 00:00:00,Lyon,Transaction Services Analyst,4,"Employé actuel, plus d'un an",Analyste transaction services KPMG,"Travail intéressant, équipes agréables, bon tremplin pour un début de carrière",Rémunération pas toujours au niveau des horaires,0,0,0,2,,Analyst,Junior,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,kpmg
1223,2017-02-12 00:00:00,Toulouse,Assistant Débtuant,5,Ancien stagiaire,Satisfaisant,Très bonne formation et managers à l'écoute,Aucun spécifique à mon sens,0,0,0,,,Assistant,Junior,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
1224,2017-02-02 00:00:00,Paris,Employé anonyme,3,"Ancien employé, plus de 5&nbsp;ans",KPMG audit,"Variété des missions, vision d'ensemble du secteur, autonomie rapide en mission.; Equipes plutôt jeunes, évolution rapide les premières années","Longues heures de travail, ""esclavagisme"" les premières années, conditions de travail pas terribles chez les clients, rythme épuisant, peu d'évolution passé un certain stade ssi l'on ne fait pas le ""lèche-botte""...",-1,0,0,6.5,,Unknown,Unknown,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,1,2,0,0,kpmg
1225,2017-01-28 00:00:00,Paris,Audit Associate,3,Employé actuel,auditeur,"la proximité avec les seniors, la rigueur, l'excellence des auditeurs, l'ambiance","Pénibilité du travail, horaires lourds, mission parfois très pénible de part ses déplacements,; instabilité;",-1,1,0,,,Associate,Senior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,kpmg
1226,2017-01-16 00:00:00,Paris,Stagiaire anonyme,4,"Ancien stagiaire, moins d'un an",Bon premier stage,Excellente ambiance de travail; Bons équipements; Bonne localisation; Formateur pour un premier stage,Pas suffisamment sélectifs sur les diplômes; Beaucoup moins intéressant dans le cadre d'un stage de fin d'études,0,0,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,kpmg
1227,2017-01-12 00:00:00,Paris,Employé anonyme,4,"Ancien employé, plus de 3&nbsp;ans",Un passage utile,"Forte disparité des missions / équipement satisfaisant; Equipes jeunes et soudées, sectorisation (healthcare, TMT, etc); Expérience assez facilement vendable pour de l'audit interne ou autre","Les salaires / bonus ne sont pas aussi élevés qu'en banque ou en conseil, malgré la même charge de travail",0,0,0,4,,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,kpmg
1228,2017-01-07 00:00:00,Paris,audit IP,4,"Stagiaire actuel, moins d'un an",Stagiaire de césure Audit IP,"Bien rémunéré pour un stage, avantages lorsque les missions sont en province (Hotels de luxe, nourriture défrayée aux frais réels).","Beaucoup trop de déplacements en province (8 semaines sur mes cinq mois de stage), ce qui équivaut à un suicide social. Durant ces 8 semaines, je quittais Paris le Lundi à 6h et je rentrais le vendredi à 23h",-1,1,0,0.5,,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,kpmg
1229,2017-01-06 00:00:00,Paris,Stagiaire Marketing,5,Ancien employé,stagiaire,"formateur, belles perspectives d'évolution, bonne expérience, salaire avantageux","pression compliquée à gérer, beaucoup 'heures de travail",-1,1,1,,,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,0,kpmg
1230,2017-01-04 00:00:00,Paris,Employé anonyme,5,Ancien employé,excellente expérience,equipes de taille humaine ; cabinet formateur,0000 rien a dire,1,1,1,,,Unknown,Unknown,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,kpmg
1231,2016-11-30 00:00:00,Paris,assistant de direction,3,"Employé actuel, plus de 3&nbsp;ans",Expérience formatrice,"Grande structure, réseau mondial, environnement de travail agréable",Les fonctions administratives ne sont pas assez valorisées.,1,0,0,4,,Assistant,Junior,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,kpmg
1232,2016-11-15 00:00:00,Paris,Senior Consultant,5,"Employé actuel, plus de 3&nbsp;ans","Bon niveau de consulting, belles missions,",Très bien. Missions variées. Bonne progression notamment salariale. Ambiance sympathique.Entreprise mondialement reconnue,Tres peu d'inconvenients; Recherche d'opportunité au détriment (qqfois) de la qualité; Des horaires difficiles (beaucoup de nocturnes),1,1,1,4,,Unknown,Unknown,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,1,0,kpmg
